text	split	label
ناهار الویه چیپس ناهار غذا	train	lifestyle
کاری گوگل مقاله هامونو ایندکس نمیکنه واسه عروسک میزاره ایندکس ببینم سیو ایندکس	train	tech
حضرت سعدی میگه درد دل سنگدل سود سردی می‌دمم اهنت حکایت حرف زدن بعضیا هم‌ همینه سکوت کاره	train	art
ایرانیا عادت تاریخ بشریتیم تاریخ دنیا سرعت هرچیزی عادت نکردند نمیکنن نخواهند_کرد عادت گرونی بیماری فقر فحشا توسری_خوردن ناامنی نامردی جمهوری_اسلامی خامنه‌ای جنایت قتل کشتار اسلام اعدام	train	social
قهوه فیو_استار غذای سوخته بیارم	train	lifestyle
تیم بازیکنای مس رفسنجان اطمینان میگفتم قهرمانیم مسیا استقلال	train	sport
محیط بانان فریدونکناری قوی فریادکش زخمی تیمار مداوا تالاب سرخرود رهاسازی محیط_زیست حیات_وحش	train	ecology
مطمینم روند مدرن مدرسه دانشگاه رفتن رای زن نمیشد طالبان_وحشی محروممان می‌کردند زورشان نمی‌رسد برگردند دوران گذشته_است والا لزومی ماله طالبان_وحشی کشیدنشان	train	social
امار قربانیان کرونا کشور نفر	train	health
تردید مساله اب معضل جدی دنیاس مشکل راهکار خاص مسیولین بجای احداث صنایع سنگین اب خور کویر ایران مناطق اب دریا میساختند مشکل اب شرب کشاورزی عزیزان کویر نشین حل میشد امان لابی قدرت امان نفوذ حق_ابه_زاگرس	train	ecology
خبر کوتاه فوری مهدی شیری پیشنهاد فولاد جواب رد پرسپولیس	train	sport
هوا دقیقه زنده ماند الودگیهوا هواپاک	train	ecology
شکسته پل توکل اباد ریگان اثر سیل دی ماه پل توکل_اباد شهرستان ریگان اثر سیل فروریخت فرو ریختن پل باعث انسداد محور ترانزیتی محور ریگان چابهار شده_است	train	ecology
تولید نفت_ایران اسفند تحریم می‌گردد مدیرعامل شرکت_ملی_نفت اجرای پروژه‌های چاه محور ظرفیت تولید نفت کشور اسفند ماه تحریم‌ خواهد_گشت مطالعه لینک	train	economics
تصویب قانون جوانی جمعیت حمایت خانواده زنان کشور	train	social
مطلب روتصاویراداکرده نتایج تحقیق علمی توانگلیس وکاناداوامریکا افرادی ماری‌جوانا مصرف میکنن علت وجودماده درماریجواناازعفونت ازویروس کرونا کوید ریه وبدنشان می‌شودوشاخکهای ویروس نمی‌تواند سلولهای بدن بچسبندوغیرفعال میشن	train	health
رشتو جمله شنیدیم شرکت مجموعه رستوران کارش گنده کیفیت مشتری‌مداری غیره‌اش افت خیال میکنه مشتری وقته حکایت اسنپ اسنپ_فود مجموعه‌ای بزرگتر	train	transport
راننده برخورد ومودب اسنپ موقع پیاده شدنم ازماشین خانوم ضمنا روزتون مبارک	train	transport
دولت ونزویلا مالیات درصدی جدیدی تراکنش بیتکوین ارزدیجیتال تصویب کرده_است	train	tech
عشق فراموش قهوه غرق قهوه شب	train	lifestyle
طوفان اروپا نوردد امواج سهمگین طوفان ایران خواهد_گرفت دوز_بوستر سریعتر تزریق دوز بوسترماسکپرهیز تجمعات فضای بستهتعطیلی مشاغل ضروری	train	health
گفتمت دیده_ام دلم ترس خنده اورم جان ایران اعتراضات_سراسری_معلمان شیراز معلمان معلم_شرقی	train	education
نیجریه غول پالایشگاهی ماهه سال جاری رونمایی می‌کند پالایشگاه قادر بشکه نفت خام پالایش	train	economics
کیس شماره اقای ساله علت اختلال حافظههمراهش میگه حرف یادش میره میگفته اختلال رفتن اختلال کنترل ادرار مراجعه تشخیص احتمالی پلان درمان اموزشی پزشکی معرفی_بیمار	train	health
اتوبان ترافیک موندم فرار ترافیک	train	transport
ساعت صبح شنبه فروردین ترافیک تهران پندمی کشور لیست کشورهای دنیا شیوع کرونا قرنطینه	train	transport
پایگاه خبری رکنا قطعی‌تر قاتل مجازات قاتل بخوان اعدام کنن نصف پول دیه‌ش پرداخت کنن مطبوعات زنان مونا_حیدری	train	social
مبارک بچه ایشالا جشن صعود مرحله‌ی جام_جهانی	train	sport
روزها مسکین نگرفت زلف شمشاد قدی ساعد سیم اندامی حافظ	train	art
برو ببینم ایندفعه چیکار بیتکوین ریسک ریوارد اسکلپ	train	tech
محدوده بتونن جمع کننش حجم معاملاتش وحشتناکه محدوده واکنش تازست واکنش	train	tech
راه_اندازی_رستورانراه_اندازی_فست_فود راه_اندازی_کافه راه_اندازی_کسب_و_کار کافه_گردی کافه_باز رستوران رستورانداران رستورانگردی شکموها_در_همین_دنیا_به_بهشت_میروند __	train	lifestyle
متی ترانا نراک قد نشرت لوااالنصر تری مارا بینی بینیم درحالی کهپرچم پیروزی گسترده اللهم_عجل_لولیک_الفرج	train	religion
سلام عشقولیا اومدم صعود ایران جام جهانی تبریک بگم استیضاح_سجادی سیلی_چهل_میلیونی یحیی_تنها_نیست پرسپولیس ایران	train	sport
سیگار قلیون استرس الودگی_هوا غذای نا سالم سموم افتکش استاندارد تحرک قطعات پازل سرطان هستن سرطانی قرار سونامی کدوممون اطرافمون کسانی‌رو درگیرش	train	ecology
بستنی اسپرسو افاگاتو بستنی وانیلی بریزید فنجون روشم قهوه برزید نوش جان	train	lifestyle
دولت سهامداران خرد می‌گیرد طبق مصوبه ستاد هماهنگی اقتصادی دولت تومان سپرده‌گذاری صندوق توسعه ملی مبلغ تدریجی حساب صندوق تثبیت بازار واریز خواهد_شد گفتگوی بورسان سینا صفری کارشناس بازارسرمایه بورس	train	economics
وقت هشتگ ترند دیپ فاصله !! اخرین دیدم رنج اصلاح بازار ریزش مارس	train	tech
بررسی کارشناسی داده‌های ترافیکی شهر تهران بیان‌گر برقراری مجدد طرح_ترافیک تاثیر درصد حجم مسافر مترو اتوبوس خواهد_داشت مهم‌ترین خروجی مدیریت ترافیک کاهش سفر غیرضروری توزیع سفر طول مبنای تصمیم شورای ترافیک تهران	train	transport
شکست نترسید وقت رسیدم ته خط احساس رسیدی ته خط یادت بیار معلم کلاس اولت نقطه خط پاشو شروع نا_امیدی معلم	train	education
پنجره نقل انتقالات استقلال پرسپولیس داستان هفته چهارباربسته !!!	train	sport
سم هفته اسکرین گرفته_بودم دیدم مسیر پیشنهادی ویز دقت اتوبان موازی کدوم انتخاب لیست پیشنهاداتش اعصابی ترافیک روزمره باهاش کله زنن	train	transport
مهرداد ویس کرمی اعضای کمیسیون اموزش مجلس شورای اسلامی بیان تحصیل زنان مانع بچه ویس کرمی نماینده خرم‌اباد عضو کمیسیون اموزش مجلس اظهار موضوع طرح حمایت جوانان قانون مصوب مجلس تضاد	train	social
سال موقع سال الودگی_هوا نفس می‌برد خدا قانون راهکاری تصویب پایبند نفس ملت بریده نشود	train	ecology
اسنپ سوار بنده خدایی تماس اشتباه گرفته_بود عذرخواهی قطع راننده پرو فضولی ازم پرسید مزاحم دختر اسنپ راننده صحبت کنن جالب	train	transport
مسعود_رجوی امار جان‌باختگان کرونای_ولایت میهن اشغال‌شده نیم‌میلیون خیزش‌های کرونا	train	health
دردم امید درمانست اخری اخر شبان یلدا سعدی	train	art
فرج اقامون باقی مونده نجات سختی‌ها بلاهاست دومی خاطرت جمع اللهم_عجل_لولیک_الفرج	train	religion
دعای فرج میخوانم نذردل مادر مادرم_فاطمه اللهم_عجل_لولیک_الفرج	train	religion
اشتباه سریالی چپ‌زده فصل دومش جذاب اغراق وحشتناک زنی زنان قدرتمند اشکال رنگین پوستها سیاهها مظلوم همجنسگراها ادمای نایس نشون بده جالبه سریال اقرار میکنن دارندگان تفکری هستن	train	art
مشکل حل نشه مدرسه تعطیل می‌شه شعار تجمع معلمان شیراز اعتراضات_سراسری	train	education
توبه توام بستاند توبه دور توبه خدا بغلم	train	religion
جالبه معاون سلامت اموزش پرورش خراسان رضوی موردی ابتلا امیکرون دانش‌اموزان استان گزارش نشده_است	train	health
مصاحبه جالبی نویسنده کتاب میرزا_مهدی_اصفهانی	train	art
یادمه موقع ایران روستاهای بختیاری خوزستان چهارمحال_بختیاری میرفتم میدیدم خونه شون شاهنامه قران دلیلی همون موقع نوجوانی بختیاری بودنم افتخار میکردم دینی دوری شون دین مذهب منوفارسی	train	religion
تبدیل جامعه عمامه فرزندان یهودیان خیبر خواهند_همه ببرند رسوایی دروغگویی امرار معاش اللهم_عجل_لولیک_الفرج	train	religion
رفیق قرار فرج رفیق زمینی مارو برسونی ؟! اللهم_عجل_لولیک_الفرج زینب سلام الله علیها	train	religion
منابع ثروت ایران سران رژیم هزینه پروژه هسته جنگ منطقه صرف معضل فقر دانش اموز ساله نتوانست کلاس انلاین شرکت کشی عامل خودکشی هاو رژیم بایدبا اتحاد سرنگونش گرانی نان	train	social
صف صف سینه سینه علمت مادر می‌رسانیم حسینی اللهم_عجل_لولیک_الفرج	train	religion
موسیقی سپیده رییس سادات مرگ مترسید	train	art
پرده_پانچ_چاپی کودکانه زیبا اتاق_کودک پرفروش گالری_حریر مشاهده طرح کالیتها سایت بزنید	train	lifestyle
علت موفقیت اموزش_و_پرورش سینرژی تربیت_خانوادگی تربیت_دولتی تربیت_معلم تربیت_همسالان تربیت_اجتماعی تربیت_رسانه_ای همگرایی توافق همپوشانی انواع تربیت چاره کار موفقیت	train	education
دوران اموزش خلبانی ولیعهد رضاپهلوی پایگاه ریس لابک تکزاس اواخر سال نکته جالب عکس اینه هواپیما عملیاتی سال تحویل نیروی هوایی ترکیه شده_است ارتقا‌ یافته_است اطلاعات مربوط هواپیما بابک_تقوایی	train	transport
ادامه تحصن معلمان موسوم کارنامه سبزها وزارت اموزش پرورش اعتراض استخدام شعار ماه ماه خون مافیا سرنگون شنبه شهریور کارنامه_سبز ایران	train	education
گزارش تعداد کیف پول بیتکوین اختیار کمترین سال بیتکوین انچین	train	tech
رودخانه‌ای دریاچه‌ی فرو می‌ریزد حسرت زنده‌رود زنده رود اب رودخانه ریخت رود شادمان می‌توان شمس_لنگرودی شب بخیر شماها بیدارید خواب شب اب هورالعظیم کارون کرخه	train	ecology
دوستان فارکس کار فیوچرز کریپتوی مهره حرکت سخنرانی فدرال رزو یادتون نره فارکس کریپتو فدرال	train	economics
رفتم دوش اومدم موهامو سشوار کشیدم لباس قشنگ پوشیدم عطر زدم فهمیدم بویاییمو کرونا	train	health
باغ شیشه استند گل چوب شیشه چوب نراد روسی گل رشد طبیعی نگهداری اسان گلها قیمت تومان ثبت سفارش خاص خریدانلاین پرداخت_درب_منزل ارسال_رایگان_درب_منزل همدان	train	lifestyle
سفره ومیز مهمانی_خدا عرض طول عالم منوی مهمانی قران دعاهای اهل بیت شیطان منو ماه رجب میز پذیرایی لیله_القدر سفارش بده بدترین پایدترین وپاکیزه نگی نگفتی طبق دستور	train	religion
فریادهای یاحسین ابالفضل مردمی یاری رسانی سیل برد حکومت مردمخواری حزب الله یمن هسته جاری سیلاب سهمگین روستاهای عسلویه	train	ecology
دانلود سریال قسمت فصل سریال سریال مجموعه تلویزیونی امریکایی سبک علمیتخیلی دراما واچوفسکی‌ها جی مایکل استرازینسکی دانلود_فیلم فیلم فیلم_جدید	train	art
تپسی گرم ستاره راننده زنگ زد دقیقه مشکلتون تپسی	train	transport
گذاشتن عادتهای اشتباه زینت خصلتهای پسندیده رها قید بند غفلت ظهور امام انسان رابه برترین مقامات می‌رسونه پرتو انتظار ظهور فرد مشمول قسمت روایت المنتظرین لظهوره افضل اهل اللهم_عجل_لولیک_الفرج	test	religion
غرفه نمایشگاه حسرت بازدید دکوراسیون_مدرن_شیک دکوراسیون_جدید دکوراسیون_داخل دکوراسیونر ساخت_غرفه ساخت_غرفه_نمایشگاه اجرای_دکور_داخلی زیبا زیبایی تهران	test	lifestyle
مرغ خام شست اشپزی مرغ خام شستید وقت رسیده_باشد خطرناک تجدید نظر دانستنیها ادامه وبسایت پیتونیک	test	lifestyle
نماینده صومعه سرا کمیسیون اصل پاسخ افزایش قیمت برق بدهد ایران_اگاه حقوق_بشر بنزین فقر بازی_مرکب	test	social
بسم الله الرحمن الرحیم میخواستم عکس بنویسم تصوری استاد درس برنامه نویسی منم امتحان روحیه همچنان_امتحانات مادر_مستربین دانشگاه	test	education
بنیانگذار کاردانو وی‌سی‌ها واقع نمی‌دانند کاردانو جامعه میکروفون هاسکینسون کاردانو پیمودن مسیر طولانی وعده‌هایش می‌کند	test	tech
تاریخ بیت‌کوین سیزدهمین سال‌روز تراکنش ساتو‌شی ناکوموتو هال فینی ارزدیجیتال بیتکوین بلاکچین اخبار ذهن_های_زیبا	test	tech
صرافیا دارن پوزیشنارو جمع میکنن سفره سرمایه نفر برهباد دلار سرمایه هدف ساتوشی امثال میلیاردر صاحبای قدرت منابع اختیار میگیرن سازندش نباشن بیتکوین	test	tech
فریب نخورید مفهوم پدر مادر خودی ارزشی والدین ارزش اثبات خانواده فریب ارزش تعریف جامعه	test	social
چجوری بفهمم بدن درد مال اینه امیکرون مال فوتبالیه پریشب بازی سردرد بدن درد بی‌حالی بی‌اشتهایی اب‌ریزش بینی سرفه	test	health
اموزش نادیده پایان زندگی لنگ گام برمی ارسطو نهضت_مهارت_اموزی	test	education
ورود ایران فرم خوداظهاری_کووید دریافت کادر پرواز فرودگاهقرنطینه بهداشت مونده دستم فرودگاه_امام وزارت_بهداشت هواپیمایی_کشوری	test	health
درود الحق اموزگاری اموختن خسته شویا سلامتت دعا بتنهایی حساب سران کلام رسیدی کلام نغز شنیدنیت دعای خاص زنده اقا معلم معلمان اعتراضات_سراسری رییسی_جلاد	test	education
قرنطینه خانگی اشپزی غذاهای اشپزی در_خانه_بمانیم نظرسنجی	test	lifestyle
امدمت بنگرم نظر سیر نظر لطیف منظری سعدی	test	art
دنیا هیچوقت زنان مهربان نبوده حضور زیبا زن همه‌ مبارک	test	social
مهمترین اخرین خبر فوری غافلگیرکننده کانادا سند مدارس شبانه‌روزی بومیان می‌گفت نابود تحویل بومیان می‌دهد اسناد تحویل نداده نابودی گفته_بود	test	education
تحلیل نفر جالبه بیت اصلاح درصدیش زده الانم همون وضعیت بیت اصلاح درصدی زده	test	tech
صبر اوج احترام حکمت خدا	test	religion
قیمت دلار بازار متشکل قیمت دلار بازار متشکل کاهش تجربه افت تومانی نهصد نود تومان معامله	test	economics
اقای جمهوری اسلامی افزایش جمعیت دستوری نخواهد_رسید حیوانات تامین غذا نیازهای اولیه مشکل غریزی تولید مشکل کار درامد اقتصادی امید اینده سیاسی حل مساله جمعیت حل خواهد_شد صیانت	test	economics
نسل متفاوت تجربه مشابه نسلی تومان ماشین خرید مبلغ لیتر بنزین زد نسلی دهه تویوتای میلیونی تومانی تجربه تورم	test	economics
لو رفتن گواهینامه جعلی واکسن_کرونا اعضای خانواده المان کشتن لینک یوتیوپ	test	health
بلعجب ازین خلق رویت مه نو مینمایند انگشت بدر سعدی	test	art
بایننس حمایت پذیرش کریپتو افریقا توسعه بایننس بیتکوین بلاکچین	test	tech
سرگردونم نمیخای بیای اللهم_عجل_لولیک_الفرج السلام_علیک_یا_صاحب_الزمان	test	religion
پوستر رضاشاه کشف_حجاب پروفایل لایکی مصی مشخص میشد مسیح_علینژاد صدای ایرانه !!! تبلیغ لازم نشد کوتاهی دیوار اپوزوسیون صادراتی بلند	test	social
اسکار غم‌انگیزترین عاشقانه میرسه سعدی اونجا میگه دل جان	test	art
دولت تلاشی می‌کند هدر می‌دهد بورس نجات باز‌ بورس بازان تکرار کلیشه‌ی مبتذل دخالت دولت بازار شاکی‌اند دولت طبقاتی ان‌ها	test	economics
شاهد بان حقوق بشر سه‌شنبه جدی نشر گزارشی مفصل وضعیت حقوق بشری افغانستان گفته_است تسلط طالبان انان شرایط زنده‌گی زنان ولایت غزنی بررسی کرده‌اند نشان‌دهنده محرومیت زنان معیشت هویت متن خبر	test	social
ذغال_سنگ معاملات دلارافزایش حالیست گاز_طبیعی قیمت جاری اغاز نمود	test	economics
سلام امام زمانم دل بستم جان جان دادرسی عاشق توام گل بی‌مثل مثال خدا هوسی اللهم_عجل_لولیک_الفرج	test	religion
دامیننس تتر تایم فریم حرکت ساختار ریزشی تایم واگرایی سقف تشکیل تاییده نیاز نشانه کندلی تاییده نزولی نظر	test	tech
طبق گزارش مبنی اعمال محدودیت رمزارز بانک مرکزی روسیه محدودیت شامل معاملات سرمایه گذاران اجازه خرید داده_نخواهد_شد ارزدیجیتال کریپتو بلاکچین	test	tech
فوری العین_فارسی فرد ناشناس هواپیمای موریتانی فرودگاه ربوده درخواست اجازه پرواز	test	transport
دانلود فیلم دوبله فارسی فیلم شبگرد بهانگلیسی فیلمی جنایی کارگردانیدان گیلرویاست سال منتشر شده_است ستار دانلود_فیلم فیلم فیلم_جدید	test	art
فهمیدم بیخودکی اونقدر پاشدم طرح_ترافیک ساعت هستش فحششو	test	transport
دونالد ترامپ رییس جمهور امریکا مصاحبه‌ای اختصاصی اپک_تایمز دستورات مربوط کووید اشتباه‌اند لغو مصاحبه هفتم فوریه ساعت شب شرقی سایت پخش خواهد_شد	test	health
نتیجه بازی منچسترسیتی چلسی پیش‌بینی برد منچسترسیتی مساوی برد چلسی بازی تیم چارچوب هفته لیگ برتر فوتبال انگلیس پنج‌شنبه ساعت وقت ایران برگزار	test	sport
دوستم اسنپ_باکس مبدا ادرس بفرستم براش یارو اومد بسته وسط دید مبلغ اعتباری پرداخت بسته برگردوند !!! نفر بعدی لغو چتونه ؟! اسنپ	test	transport
خرده فروش میدهم جوانی نذر صاحب الزمان اللهم_عجل_لولیک_الفرج	test	religion
متقاضیان دریافت تسهیلات ضامن ویدیو ببینند رییس‌کل بانک_مرکزی پرداخت وام_بدون_ضامن نیاز اطلاع‌رسانی دقیق‌تری می‌گرفت اسان‌کردن دسترسی اخذ تسهیلات خرد رویکرد اعتبارسنجی معنی سرفصل	test	economics
ادبلی زلزله دی سحرلر گلیر زلزله تبریز	test	ecology
صحنه‌ای دردناک فقر بی‌خانمانی نظام_ولایت_فقیه جوانی سرپناه نایلون پتوست انبوه برف مرگ_بر_خامنه‌ای رییسی_جلاد ازتا_ابان دادخواهی	test	social
طرفدار اقتصاد_ازاد مبتنی بازار بخش_خصوصی ترجیح می‌دهم اقتصاد ایران نسخه دولتی دهه نسخه دراوردی شرکت انتظار سودسازی افزایش بهره‌وری رقابت بازار صادراتی بهانه مستضعفان جیب سهامدارانش	test	economics
بیژن_ذوالفقارنسب یازده ان‌که وزیر ورزش جوانان سمت رییس هیات مدیره باشگاه پرسپولیس منصوب استعفا رسانه‌های ایران استعفای بیژن ذوالفقارنسب سمت ریاست هیات مدیره باشگاه پرسپولیس خبر اخبار_ایران استعفا	test	sport
مام فوراور مناسب خانم اقایان باهم_برای_همیشه رایحه_خوش زیبایی	test	lifestyle
شهرک نشینان صهیونیست مراسم تلمودی مراسم مذهبی یهودیان جنوب نابلس برگزار !! سی سی اینترنشنال احیانا اونجاها کرونا نداره شماها دهنتون واسه هییت روضه انتخابات ایران راهپیمایی ایران بازه ؟؟!!	test	health
ویدیو کوتاه برنامه شطرنج عسل پهلوان کشور مافیای اب سپاه عامل اصلی	test	ecology
سبک حرف زدن سجادی وزیر ورزش میاد عزیزی_خادم رییس فدراسیون فوتبال گرم مصاحبه ول تیم_ملی_فوتبال مسابقه تیم ملی فوتبال مصاحبه سیاسیون اولویت	test	sport
نظر فلسفه کلام اصول اعتقادی اصل نظر جامعه اقتصاد حرف می‌زند اسلام مال ستون فقرات ملت تعبیر مشکلات اقتصادی باعث حکومت سقوط نقل قول ایت_الله_جوادی_املی	test	economics
ذره‌ خاکم کوی توام حافظ	test	art
حساب باشگاه استقلال سبب بدهی مالیاتی مسدود حساب کارگزاری‌شون مسدود شغال چجوری ولخرجی فوتبال_پاک قهرمانی_پاک	test	sport
موقعیت_مهدی مطلقا فیلمنامه نداره کارگردانیش خوبه حجازی_فر بازیگر خوبیه کارگردان خوبی جشنواره_فیلم_فجر	test	art
ویروس‌شناس دانشگاه علوم پزشکی ایران فرد مبتلا امیکرون ناقل بیماری استراحت احتمال ناقل بیماری نمی‌رود امیکرون ماه مبتلا امیکرون	test	health
برد پرسپولیس دسته میسوزونه تاسیون پرسپولیسی نماها پیوندتان مبارک چاقالا	test	sport
چشمیست خون افشان کمان ابرو جهان فتنه خواهد_دید چشم ابرو غلام چشم ترکم خواب مستی نگارین گلشنش مشکین سایبان ابرو حافظ شجریان	test	art
اجرای طرح_ترافیک تهران لغو رییس مرکز ارتباطات الملل شهرداری تهران پیام توییتری نوشت بررسی ستاد ملی کرونا طرح ترافیک تهران اجرا نخواهد_شد	test	transport
غفلت حضرت محبتی نمی‌توان منتظر ظهور اللهم_عجل_لولیک_الفرج	test	religion
چقد دلم برف برف ریتوییت ادم_برفی	test	ecology
مدیرعامل بانک_رفاه_کارگران پیامی مناسبت روز_زن حضرت زهرا الگوی تحول‌افرین زن	test	social
مترو می‌خواستم پیاده بشم پیرمردی جمعیتی سمت هجوم اورده نمی‌ذاشتن پیاده بشیم یاد نگرفتین سوار مترو بشین سال راه‌اندازی مترو تهران می‌گذره	test	transport
مراحل همبرگر محتویات گوشت وزن گرم پودر پیاز نمک فلفل سبز خرد همبرگر برگر برگر_دستی کجاخوبه ساندویچ_همبرگر نهار سس_مخصوص بفرما تهران تهرانگردی رستوران رسترانگردی	test	lifestyle
نماینده طویله مجلس سال بسازند تحمل تورم کاهش وعده دروغ سال عاید شده_است غلامحسین_رضوانی نایب رییس کمیسیون برنامه بودجه مجلس بودجه سال اینده دولت درصد افزایش حقوق نظر افزایش پاسخگوی	test	economics
اقاسلام روضه مادر شروع باران اشکهای مکررشروع اقااجازه بخوانم برایتان اتفاق ازدم شروع ریشه چادر خاکی مادرت اتش روضه معجر شروع فریادهای مادر پهلو شکسته ات فشار شروع اللهم_عجل_لولیک_الفرج اجرک_الله_یا_صاحب_الزمان	test	religion
اخرین امار کرونا درگذشت هموطن اثر ابتلا کرونا	test	health
چنانم دلی جان جسم خون رگ سعدی	test	art
رییس سازمان هواپیمایی برداشت سیاسی اطلاعات جعبه‌سیاه هواپیمای اوکراین خبر اخبار جعبه_سیاه هواپیما اوکراین سیاسی برداشت نقد سقوط دانشجو ایران رسانه روزنامه_قدس قدس_انلاین	test	transport
لعابی خوانسار خواص اش‌های سنتی محلی مقوی شهر خوانسار طبخ عزیزان می‌توانید این‌ غذا نمایید اشپزی خوانسار	test	lifestyle
رفته_بودم نمایشگاه ماشین مشکل اینترنتشون روحل صاحب نمایشگاه قولنامه ماشین مینوشت خریدار هزینه کارت بکشه صاحب نمایشگاه نذاشت کارت بکشه حرفش شماره کارت میدم برو بانک واریز کارت بکشی مالیات میاد برامون مرام نمایشگاه لاکچریت	test	economics
منجی بشر مهدیعج قسط عدل معنی عاشقان رهانی زندان شفای مارویت ماه نیکویت رنگ غم زندگانی انسان گواهی دل سپیده راهی دعای عهد پیمان اللهم_عجل_لولیک_الفرج قرار_عاشقی	test	religion
پناهگاه ابدی ادما زندگی خانواده‌ست ادما ترد بشن اخراج بشن بی‌اعتبار بشن خانواده‌ست می‌تونن تکیه کنن خانواده	test	social
خدایا شفاعت حسین قیامت نصیبم شب_زیارتی اللهم_عجل_لولیک_الفرج	test	religion
ایفون رنگ ابی سایت اپل خبر نمیده تحریم برامون گرون دیجی‌کالا	test	tech
افزایش شیوع اومیکرون فرانسه ورود مسافران بریتانیا محدود کرونا ابتلا بریتانیا	test	health
اطلاعیه مهم کوینکس تغییر ادرس واریز کیف پول صرافی_کوینکس اعلان نمود سرویس کیف پول صرافی به‌روز‌رسانی خواهد_شد ارزدیجیتال ارزدیجیتال بیتکوین	test	tech
تکنولوژی دفتر بیتکوین لجر ویژگی غیرقابل_تغییر نواوری بشر سال حوزه حسابداری لجر دفاتر ثبت تبادلات متمرکز سال داشته_اند لوح دفاتر ثبت ستد حساب دفتری	test	tech
ریال بیلبایو برد قهرمان سوپرکاپ میگن بارساییا دارن پاس میدن ذوق میکنن	test	sport
ساعت دلار پوزیشن ریزش بیتکوین لیکویید	test	tech
رشتو مهم‌ترین منابع اختیار دولت کاهش نابرابری ایجاد عدالت_اجتماعی مالیات انفال دولت اخذ مالیات گروه‌های درامد بازتوزیع منابع جمع‌اوری امر رقم بزند	test	economics
واکسن دوز زدم میخونم و‌ تلویزیون امریکا انگلیس فرانسه افرادی دوز واکسن زدن کرونا بیماری میمیرند بستری میشند حالشون خراب میشه‌ بنظرم واکسن کارایی نداره دنبال دارو کرونا	test	health
السلام علیک حین تصبح سلام اقاجان زمانیکه صبح اللهم_عجل_لولیک_الفرج	test	religion
دل جان امد وقت بازایی حافظ	test	art
شنبه دی بازار داخلی ارزهای دیجیتال بیت_کوین درصدکاهش نرخ ریال ستد گردیددر بازارهای جهانی بیت کوین قیمت دلار معامله	test	tech
‌هزینه گس اتریوم فراتر معامله گران اتریوم فروش هیجانی هولدینگ باری باعث رفتن نجومی هزینه تراکنش شبکه اتریوم مطالعه ارزدیجیتال بیت_کوین سیگنال	test	tech
اب شرب شهر شادگان فاضلاب !!	test	ecology
حافظ جان فرمان همچو دلداری دل برنکنم	test	art
دکتر مایکل هد محقق ارشد بهداشت عمومی دانشگاه ساوت همپتون می‌گوید تعریف دقیقی پایان همه‌گیری منظور پایان همه‌گیری جهانی سطح کشور نابرابری واکسیناسیون موضوعی کلیدی حل اومیکرون	test	health
حکایت رتبه_بندی شعر بهار تطابق چنگ زد ‌دلش‌ اهنگ زد زمزم پاک ازلی یاد نغمه ابلیس کار اوفتاد اقای قالیباف شرم همصدای ابلیس نباشید معلمان	test	education
بیتکوین چرخه الگوی موجی امواج تقاضا امواج رخ میدهند بازه کوتاه پول زیادی بازار بیتکوین سرازیر میشود موج شاخص روشنی نمایان شروع روند صعودی فشار فروش سقف فریب‌دهنده سقف اصلی چرخه	test	tech
کودک_همسری جرم هرسال باگزارش صدهادختر روبرومیشیم بدنبال فرار ازخشونت خانگی فرارازازدواج اجباریفراراز تهدیدوکتک قانون حمایتی پدر برادر شوهر شخص مالک میدونه نتیجش جنایاتی وحشتناک سقوط اخلاقی اجتماعیه مونا_حیدری	test	social
دانلود اهنگ رضا صادقی بمونی برام چشات دنیامه اهنگ موزیگ	test	art
همکاری استیل البرز موقعیت شغلی کارشناس ارشد تحقیقات بازار کارشناس ارشد توسعه محصول رزومه خودتون بفرستید کسب اطلاعات لینک مراجعه استخدام بازارکار شغل	test	economics
کارشناسان منتظر موج اومیکرون اوایل تابستان موج خواهد_بود ایمنی‌ حاصل‌شده واکسن کاهش می‌یابد رسیدن فصل تابستان سفر فعالیت‌های اجتماعی گسترش می‌یابد اومیکرون تابستان	test	health
هفته کلیک سراغ خودروساز بریتانیایی می‌رویم قصد خودروهای سازگار محیط_زیست بسازد بررسی کیفیت رانندگی چالش‌های ترافیک حل ابزارک گجت بررسی خواهیم_کرد	test	transport
اونی میگه امیکرون شبیه سرماخوردگی ساده ست نشون باهاش کار	test	health
نکته ارایشی زیبایی هرخانمی بداند سایه_چشم سفید بزرگتر چشم کانسیلر نارنجی سبز پوشاندن نقایص پوست ریمل خط چشم روغن نعناع فلفلی	test	lifestyle
دکتر طبرسی میگه بیمارانی بستری هستن واکسن نزدن ابراز میکنن نگفت کرونا اروپا امار واکسیناسیون میتازه عراق پایین واکسیناسیون امار کرونا پایینه ؟! نه_به_واکسن_اجباری	test	health
هلال احمر استان وقوع زلزله تهران	test	ecology
ویدیوی منتشر منطقه رودان استان هرمزگان شدت سیلاب منطقه گرفتار خانه‌ها سیل می‌دهد	test	ecology
مجازات اعدام زنان حاکمیت رژیم زن ستیز ملایان ایران زنان ایران	test	social
متخصص غذاهای دریایی تلاش فرهنگ غذای دریایی توسعه محصولات بردن انتخاب سلیقه‌های ترویج تغذیه_سالم تحفه تن_ماهی غذا خوشمزه سالم کنسرو	test	lifestyle
